name,capacity_mw,latitude,longitude,primary_fuel
14 Tullywiggan Road,1.0,54.6221,-6.7398,Biomass
289 Finvoy Road,5.9,54.9638,-6.4930,Solar
30 Acres,4.965,53.2062,-1.1968,Solar
A C Shropshire (Farm AD),2.5,52.5860,-1.2375,Biomass
A'Chruach,42.6,56.1528,-5.3102,Wind
ABP Ellesmere Abbatoir,1.1,52.8543,-2.8986,Biomass
AMBLESTON SOLAR PANELS,6.0,51.8992,-4.8665,Solar
ANP Newport Wind Turbine,2.3,51.5559,-2.9738,Wind
Abbey Farm,9.0,52.4193,-0.2366,Solar
Abbey Fields Farm,5.3,51.3187,0.9029,Solar
Abbots Ann,7.0,51.1636,-1.5123,Solar
Abbots Ripton,24.66717,52.3787,-0.1982,Solar
Abbots Ripton Solar Farm (ext.),3.9,52.3726,-0.1943,Solar
Abbots moor Farm Anaerobic Digester (Farm AD),1.0,52.8390,-2.9300,Biomass
Abergelli,7.68222,51.7007,-3.9476,Solar
Aberporth Solar Farm,1.5,52.1234,-4.5632,Solar
Aberthaw B,1586.0,51.3873,-3.4049,Coal
Aberthaw GT,51.0,51.3875,-3.4068,Gas
Aberthaw Power Station Biomass,35.0,51.3875,-3.4066,Biomass
Abhainn Gleann Nam Fiadh,2.0,56.7839,-4.7711,Hydro
Achairn,6.2,58.4385,-3.2015,Wind
Achanalt,3.0,57.6108,-4.9160,Hydro
Achany,38.0,58.0019,-4.5000,Wind
Acharn Forest Killin Biomass Plant,5.6,56.4529,-4.3342,Biomass
Achlachan Wind Farm,10.0,58.4489,-3.4546,Wind
Advanced Manufacturing Research Centre,2.6,53.3876,-1.3779,Wind
Afton Wind Farm,50.0,55.3116,-4.1743,Wind
Agricultural Land at Trecastle,4.0,51.5238,-3.4252,Solar
Aigas,20.0,57.4574,-4.5453,Hydro
Aikengall,48.0,55.9172,-2.4901,Wind
Aikengall II  Wester Dod Community Wind Farm,60.8,55.9172,-2.4901,Wind
Airfield Farm (Podington) (Resubmission),8.6,52.2363,-0.6089,Wind
Airfield Farm PV,5.0,52.4746,0.9501,Solar
Airies Farm,35.0,54.8021,-4.6577,Wind
Airport Road West,1.2,54.6260,-5.8729,Biomass
Alan Bartlett & Sons Solar,1.2,52.4511,0.0379,Solar
Albrighton Solar farm,15.8,52.6395,-2.2507,Solar
Albury Landfill,1.5,51.2242,-0.4906,Waste
Aldi - Cardiff,1.5,51.5002,-3.1181,Solar
Aldi Distribution Centre,1.3,55.8787,-3.6482,Solar
Aldi Distribution Centre - Darlington,1.2,54.5485,-1.5739,Solar
Aldi Distribution Centre - Neston,1.2,53.2894,-3.0322,Solar
Aller Court Farm Solar Park,5.0,51.0576,-2.8652,Solar
Allerton Waste Recovery Park (EfW),27.0,54.0326,-1.3805,Waste
Allerton Waste Recovery Park (Waste AD),1.1,54.0326,-1.3805,Biomass
Allington EFW,51.0,51.2865,0.4904,Waste
Allt Cheanna Mhuir Hydro,1.3,56.9748,-5.1200,Hydro
Allt Dearg Wind Farmers LLP,10.8,55.9334,-5.4774,Wind
Allt Fionn - resubmission,2.1,56.3492,-4.7007,Hydro
Allt Garbh hydro,1.5,57.2559,-5.0186,Hydro
Allt Ladaidh Hydro,1.3,57.0604,-4.9225,Hydro
Alltwalis,23.0,51.8555,-4.3053,Wind
Alscot,1.6,52.1750,-1.6790,Biomass
Altahullion,26.0,54.9702,-6.9996,Wind
Altahullion Extension,11.7,54.9626,-7.0341,Wind
Altamuskin,7.1,54.5222,-7.0946,Wind
Altamuskin Extension,7.1,54.5128,-7.1113,Wind
Altaveedan Wind Farm,17.9,55.0847,-6.2578,Wind
Alveston Wind Park,6.9,51.5723,-2.4999,Wind
Amcor Flexibles,1.7,51.5224,-2.5266,Solar
An Suidhe,19.3,56.2187,-5.2194,Wind
Andershaw,36.3,55.5093,-3.8463,Wind
Andover Solar Farm,5.0,51.2112,-1.5364,Solar
Anthony Estate Solar Farm - resubmission,4.7,50.3502,-4.2498,Solar
Arden Quarry Landfill,3.1,53.3718,-1.9681,Waste
Ardley EfW,26.0,51.8813,-1.2304,Waste
Ardley Fields Farm Landfill Site,1.8,51.9433,-1.2086,Waste
Ardoch and Over Enoch Wind Farm (Ardoch),7.2,55.7200,-4.2537,Wind
Ardoch and Over Enoch Wind Farm (Over Enoch),4.3,55.7102,-4.2521,Wind
Ardrossan,24.0,55.6439,-4.8061,Wind
Ardrossan Extension,6.0,55.6439,-4.8061,Wind
Ardtalnaig Hydro Scheme (resubmission),2.0,56.5256,-4.1335,Hydro
Ardtornish Estate-Upgrade to existing,1.5,56.5583,-5.6873,Hydro
Ardwick Railway Goods Yard Incinerator (Newhaven EFW Plant),33.5,53.4740,-2.2079,Waste
Arecleoch,120.0,55.0688,-4.7971,Wind
Ark Hill,6.4,56.5709,-3.0481,Wind
Arkwright Solar Farm,8.0,53.2479,-1.3464,Solar
Arla Dairy Site,5.0,51.8206,-0.7382,Biomass
Arlesey Landfill Gas (Extension),2.3,52.0030,-0.2703,Waste
Arlesey Landfill Site,1.1,52.0017,-0.2767,Waste
Armistead Wind Farm,12.0,54.2760,-2.6388,Wind
Arna Wood Solar,6.2,54.0223,-2.8228,Solar
Arnish Moor,3.9,58.1766,-6.4383,Wind
Arpley Landfill Scheme 'A',7.9,53.3718,-2.6432,Waste
Arpley Landfill Scheme 'B',7.9,53.3718,-2.6432,Waste
Arreton A,4.0,50.6711,-1.2760,Solar
Artfield Fell,19.5,54.9704,-4.7746,Wind
Asfordby North,3.8,52.7832,-0.9359,Solar
Ashby,4.954,52.7227,-1.4853,Solar
Ashlawn Farm,6.8,51.2557,-2.9041,Solar
Askern,4.9737,53.6208,-1.1602,Solar
Aspatria,19.0,54.7780,-3.3241,Solar
Aspatria Creamery,5.0,54.7581,-3.3309,Biomass
Assel Valley,27.6,55.2265,-4.7787,Wind
Astley Solar Farm,5.0,52.4672,-2.3239,Solar
Aston House Solar Farm,20.0,52.8817,-1.7430,Solar
Atherstone,14.7,52.6131,-1.5590,Solar
Attlebridge Landfill Site,1.3,52.6999,1.1776,Waste
Auchadaduie Wind Farm,6.9,55.5447,-5.6602,Wind
Auchencarroch Landfill,2.1,55.9968,-4.5334,Waste
Auchencarroch Landfill Extension,2.0,55.9972,-4.5326,Waste
Auchinderran Wind Farm,2.4,57.5814,-2.6468,Wind
Auchinlea Landfill Site,2.3,55.8096,-3.9004,Waste
Auchrobert Wind Farm,36.0,55.6240,-3.9842,Wind
Austrey House Farm,1.5,52.6438,-1.5580,Biomass
Aveley,1.2,51.5040,0.2333,Waste
Aveley Landfill Scheme,2.1,51.5039,0.2348,Waste
Avenue Farm,7.3,52.5757,1.3890,Solar
Averhill Farm,5.0,53.1481,-1.3870,Solar
Avondale,4.0,55.9050,-3.9450,Waste
Avondale Quarry (Pilot),2.0,55.9903,-3.6789,Biomass
Avonmouth,6.5,51.5097,-2.6908,Biomass
Avonmouth Low Carbon Energy Facility - Phase 2,6.5,51.5097,-2.6908,Biomass
Avonmouth Port,6.0,51.5166,-2.7027,Wind
Avonmouth Port - extension,9.0,51.5029,-2.6988,Wind
Avonmouth Port II,5.0,51.5383,-2.6739,Wind
Avonmouth Wind Power,8.2,51.5115,-2.6735,Wind
Awre,5.0,51.7700,-2.4470,Solar
Ayshford Court Farm,5.0,50.9319,-3.3459,Solar
B&Q Swindon DC,2.5,51.5996,-1.7429,Solar
BAE Samlesbury Aerodrome,2.0,53.7709,-2.5782,Solar
BH Energy - Biogas (AD),2.1,54.6193,-5.7889,Biomass
BIOSSENCE SOLAR PARK,4.5,51.3202,0.4816,Solar
BMW UK Manufacturing Ltd,3.0,51.7328,-1.1947,Solar
BROWNIELEYS - 3 WIND TURBINES,7.5,56.8399,-2.3791,Wind
BV Dairy  (Farm AD),1.5,51.0112,-2.1828,Biomass
Babergh Home Solar Scheme,2.8,52.0486,0.9444,Solar
Bad a Cheo Wind Farm,26.7,58.4205,-3.4292,Wind
Badachro hydro scheme - resubmission,1.5,57.6778,-5.7076,Hydro
Baglan Bay CCGT,520.0,51.6145,-3.8352,Gas
Baglan Bay OCGT,32.3,51.5924,-3.7802,Gas
Baglan Bay Solar Farm - Phase 1,5.0,51.6094,-3.8295,Solar
Bagmoor,16.0,53.6277,-0.6672,Wind
Baillie,52.5,58.5679,-3.6770,Wind
Bake Farm Solar Park,4.99928,51.0483,-1.8335,Solar
Bakers Farm (solar),12.0,50.7644,-0.7931,Solar
Balcas Timber Biomass CHP Plant,2.5,54.3073,-7.6639,Biomass
Balderton,20.3,53.0480,-0.8107,Biomass
Baldovie,8.3,56.4867,-2.9028,Waste
Balhearty Solar,5.0,56.1430,-3.7120,Solar
Ballinderry Road Solar Phase 1 (Lisburn),13.5,54.5181,-6.0994,Solar
Ballinderry Road Solar Phase 2 (Lisburn),7.0,54.5132,-6.0883,Solar
Balls Wood Solar Farm,8.7,50.3497,-4.0370,Solar
Ballyboley Solar (Carrowdore),6.0,54.5716,-5.5692,Solar
Ballygarvey Road,13.0,54.8839,-6.2536,Solar
Ballylumford B,540.0,54.8450,-5.7870,Gas
Ballylumford B OCGT,116.0,54.8450,-5.7870,Gas
Ballylumford C,616.0,54.8428,-5.7853,Gas
Ballymena,4.6,54.8795,-6.2332,Wind
Balmurrie Fell Wind Farm,9.1,54.8725,-4.5165,Wind
Bambers,4.8,53.3213,0.2384,Wind
Bambers Farm,9.6,53.3213,0.2384,Wind
Bankend Rig,14.3,55.5783,-4.1342,Wind
Bann Road (Rasharkin),18.0,54.9592,-6.5147,Solar
Bann Road (Tullaghans Road),25.0,54.9985,-6.4404,Solar
Barkip Anaerobic Digestor (Waste AD),2.2,55.7181,-4.7186,Biomass
Barkip Landfill Site,1.2,55.7181,-4.7186,Waste
Barley Wood Farm Lane (Gaston Lane - resubmission),5.4,51.1147,-0.9782,Solar
Barling Hall Farm,2.4,51.5801,0.7928,Waste
Barlockhart Moor,8.2,54.8657,-4.7879,Wind
Barmoor,12.0,55.6373,-2.0251,Wind
Barn Farm - resubmission,4.2,51.9392,1.1364,Solar
Barnby Moor,4.0,53.3564,-0.9954,Solar
Barns of Ayre Wind Turbines (2),1.8,58.9217,-2.7156,Wind
Barnsley 1.5,9.0,53.5680,-1.5146,Biomass
Barr Farm Limited,1.88496,52.6691,-2.1267,Solar
Barrow,90.0,53.9915,-3.2983,Wind
Barry,235.0,51.4089,-3.2301,Gas
Barton Close Solar Park,4.61032,51.1539,-4.1740,Solar
Barton Solar Farm,1.2,50.9461,-3.3141,Solar
Barugh Farm,5.0,54.1751,-1.4955,Solar
Barvills Solar Farm (resubmission),5.0,51.4721,0.4234,Solar
Basin Bridge Farm,5.0,52.5614,-1.4184,Solar
Basingstoke Sewage Treatment Works,1.2,51.2917,-1.0343,Biomass
Bassingbourn Solar Farm,14.4,52.0701,-0.0423,Solar
Batsworthy Cross,18.45,50.9717,-3.6891,Wind
Battens Farm Solar Park,11.0,51.4820,-2.1650,Solar
Battlefield EfW,8.0,52.7426,-2.7272,Waste
Bay Farm,8.1,52.3163,0.4989,Solar
Beacon Hill,3.0,50.7546,-2.0297,Waste
Beaford Brook Solar Park,5.2,50.9217,-4.0387,Solar
Bears Down,9.6,50.4703,-4.9556,Wind
Beatrice,588.0,58.0882,-2.9502,Wind
Beatrice Demonstrator,10.0,58.2528,-2.8884,Wind
Beck Burn (resubmission),31.0,55.0107,-3.0263,Wind
Beckley Solar Farm,1.7,50.7618,-1.6798,Solar
Beckton Gas Pressure Reduction Station,19.0,51.5182,0.0885,Biomass
Beckton STW Biodiesel Power Plant,8.0,51.5178,0.0935,Biomass
Beckton STW Enhanced Sludge Digestion,5.8,51.5256,0.0799,Waste
Beckton Sewage Treatment Works,2.2,51.5256,0.0799,Wind
Bedborough,4.991,50.8173,-1.9243,Solar
Beddingham 'B' Landfill Scheme,7.5,50.8490,0.0513,Waste
Beddington EfW,26.0,51.3805,-0.1472,Waste
Beechgrove Farm,4.0,50.7904,-2.9226,Solar
Beeston Weir Hydro Scheme,1.7,52.9122,-1.2087,Hydro
Beinn Eagagach Hydro,1.1,56.6439,-3.8218,Hydro
Beinn Ghlas,8.4,56.3823,-5.2977,Wind
Beinn Tharsuinn,29.75,57.7882,-4.2482,Wind
Beinn Tharsuinn Windfarm Project,29.8,57.8053,-4.3290,Wind
Beinn an Tuirc 1,29.7,55.5732,-5.5874,Wind
Beinn an Tuirc 2,43.7,55.5732,-5.5874,Wind
Beinneun,85.0,57.0956,-4.9655,Wind
Beinneun Windfarm Extension,23.8,57.0956,-4.9655,Wind
Bellhouse Pit Landfill Scheme,2.7,51.8753,0.8198,Waste
Bellhouse South,3.9,51.8643,0.8293,Waste
Ben Aketil,27.6,57.4298,-6.4583,Wind
Ben Aketil Extension,2.6,57.4298,-6.4583,Wind
Ben Glas,1.3,56.3299,-4.7172,Hydro
Benbole,1.73901,50.5401,-4.7826,Solar
Bendealt Wind Farm  Highland,9.0,57.7055,-4.4267,Wind
Bennett Bank Landfill Site (lfg),2.2,54.1603,-3.2037,Waste
Bent Spur Solar Farm,5.0,53.5331,-2.3760,Solar
Bentham Farm,8.0,51.6055,-1.8987,Solar
Bentley Estate,4.7819,50.9335,0.1108,Solar
Bentley Estate 2,4.99608,53.1050,-2.4728,Solar
Bentwaters CHP,4.6,52.1299,1.4303,Biomass
Bentwaters Park,2.0,52.1300,1.4303,Biomass
Bentwaters Park (extension),1.8,52.1253,1.4428,Biomass
Berry Burn,66.7,57.4466,-3.4754,Wind
Berry Court Farm,4.2,51.3280,-1.1122,Solar
Berry Court Solar Farm - energy storage,1.0,51.3257,-1.1099,Storage
Berthlwyd Farm,5.0,51.5834,-3.3322,Solar
Berwick solar farm,8.2,50.8560,0.1748,Solar
Bessy Bell 1,5.0,54.7040,-7.4405,Wind
Bessy Bell 2,9.0,54.7050,-7.4265,Wind
Betton Abbots,1.3,52.6702,-2.7201,Waste
Betty Hill,5.0,58.5356,-4.1947,Wind
Bewick Drift,2.3,55.2152,-1.5572,Wind
Bhlaraidh (previously Balmacaan),110.0,57.2191,-4.5819,Wind
Bicker Fen,26.0,52.9379,-0.2178,Wind
Bidston Moss Landfill Scheme,2.3,53.4101,-3.0756,Waste
Bidwell Solar Farm - resubmission,5.0,50.4391,-3.7313,Solar
Biglis Farm,5.0,51.4233,-3.2395,Solar
Bilbster,3.9,58.4488,-3.2498,Wind
Billinge Hill Quarry Landfill Scheme,1.0,53.5062,-2.7176,Waste
Bilsham Farm,14.5,50.8138,-0.6357,Solar
Bilsthorpe,5.7408,53.1420,-1.0252,Solar
Bilsthorpe (Land off Forest Lane),5.0,53.1271,-1.0420,Solar
Bin Mountain Wind Farm,9.0,54.6414,-7.6054,Wind
Binn Landfill,1.9,56.3103,-3.3335,Waste
Binsted,4.9979,50.8338,-0.6061,Solar
Birch Airfield,5.6,51.8370,0.7886,Solar
Birkhall Estate,2.0,57.0045,-3.0814,Hydro
Birmingham Bio-Power Plant,10.3,52.4624,-1.8417,Biomass
Bishop's Waltham Solar Farm,12.0,50.9443,-1.2081,Solar
Bishops Sutton,12.0,51.0827,-1.1511,Solar
Bishopthorpe,16.4,53.5099,-0.0007,Wind
Blaby Solar Farm,3.5,52.5654,-1.1300,Solar
Black Bush Farm,2.7,52.5497,-0.1479,Solar
Black Dog,2.2,57.2205,-2.0604,Waste
Black Hill,28.6,55.7992,-2.4322,Wind
Black Law,124.2,55.7622,-3.7626,Wind
Black Law 2,55.42,55.7622,-3.7626,Wind
Black Law Extension - 1b,15.0,55.7622,-3.7626,Wind
Black Peak Farm,31.8,52.0782,0.0489,Solar
Black Rock,3.5,57.6692,-4.3504,Hydro
Blackawton Solar Farm,3.0,50.3641,-3.6421,Solar
Blackborough End Landfill Site,1.5,52.7032,0.4732,Waste
Blackburn,59.0,53.7500,-2.4833,Gas
Blackburn Meadows,33.0,53.4201,-1.3985,Biomass
Blackcraig,53.0,55.1199,-4.0321,Wind
Blackstone Edge,7.5,53.5433,-1.7062,Wind
Blackwell Grange Solar Farm,5.0,52.0879,-1.6673,Solar
Blaen Bowi Wind Farm,3.9,51.9971,-4.4413,Wind
Blaengwen (Re-Submission),23.0,51.9778,-4.2380,Wind
Blakenhall Park Solar Farm,1.8,52.7604,-1.7443,Solar
Blantyre Muir Wind Farm extension,7.5,55.7416,-4.0900,Wind
Blatchworthy,1.41246,51.1461,-4.1377,Solar
Blazer Fuels,3.0,53.1213,-3.3230,Biomass
Blenches Mill Solar Park,6.0788,51.2746,-2.1899,Solar
Bletchley Phase II,2.2,51.9791,-0.7653,Waste
Bloodhills - repowering,1.0,52.7070,1.6644,Wind
Bloxwich Battery,41.0,52.5901,-2.0100,Storage
Blue Gates Farm,1.5,51.8631,1.0042,Wind
Blue House,4.98,54.6326,-1.2684,Solar
Bluegates Solar Park,10.5,51.8607,1.0050,Solar
Blyth Harbour Wind Farm (re-power),3.4,55.1205,-1.4906,Wind
Blyth Offshore Wind Test Site,41.5,55.1670,-1.3644,Wind
Blyth T2,2.0,55.1254,-1.4952,Wind
Boardinghouse Wind Farm,10.3,52.5351,0.0606,Wind
Bobbing solar farm,11.3,51.3581,0.6889,Solar
Bodden,5.0,19.2905,-81.2453,Solar
Boddington Reservoir,1.5,52.1742,-1.2793,Wind
Bodmin,4.97684,50.4835,-4.7335,Solar
Bodorgan Solar Farm,12.6,53.1787,-4.4148,Solar
Bodtegir,1.5,53.0175,-3.4988,Wind
Bodwen Solar Park,5.5,50.4115,-4.7786,Solar
Bogenlea Farm,2.3,57.5663,-2.2999,Wind
Bolsovermoor Quarry,4.9979,53.2398,-1.2544,Solar
Bolton EfW,8.0,53.5670,-2.4076,Waste
Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),4.0,53.5080,-1.3157,Biomass
Bombardier Factory,3.8,54.6688,-5.9426,Solar
Bommertown Solar Farm,5.0,51.0189,-3.6846,Solar
Bonerbo Wind Turbines (resubmission),1.5,56.2594,-2.7467,Wind
Bonnyrigg,2.2,55.8865,-3.1255,Waste
Bootham Lane,1.2,53.5861,-1.0105,Waste
Bootham Lane Landfill,2.7,53.5897,-1.0089,Waste
Bootham Lane Phase 2,1.4,53.5861,-1.0105,Waste
Boscombe Airfield,12.3,51.1514,-1.7379,Solar
Boston Landfill Scheme,1.3,52.9522,0.0050,Waste
Bottom Plain,10.0,50.7127,-2.1654,Solar
Boulfruich,13.0,58.2999,-3.4434,Wind
Boundary Lane,6.0,54.8478,-1.9282,Wind
Bourne Farm,2.4,50.7756,-2.3952,Solar
Bourne Park (Solar),5.0,50.7779,-2.3943,Solar
Bourne Park AD (AD),1.1,50.7771,-2.3941,Biomass
Bowbeat (Emly Bank),15.6,55.7117,-3.1336,Wind
Bowbeat (Roughside),15.6,55.7117,-3.1336,Wind
Bowden Lane Solar Park,4.9896,50.9818,-2.4287,Solar
Bowerhouse Farm,8.3,51.3450,-2.8611,Solar
Bowmore,6.0,56.1833,-2.5667,Oil
Boxted Airfield,18.8,51.9431,0.9296,Solar
Boyndie,16.3,57.6607,-2.6518,Wind
Boyndie Airfield,16.7,57.6653,-2.6390,Wind
Brackagh Quarry,4.98,54.8112,-6.7082,Wind
Bradford Solar Park,5.3,50.7807,-4.4415,Solar
Bradgate Quarry Landfill Gas Scheme,2.5,52.6727,-1.2428,Waste
Bradwell,20.5,51.7098,0.8210,Wind
Braes of Doune Wind Farm,72.0,56.2698,-4.0589,Wind
Braevallich,2.2,56.2112,-5.2805,Hydro
Braich Ddu,3.9,52.5951,-3.9576,Wind
Bransholme Solar CIC,5.0,53.8085,-0.3158,Solar
Branston solar park,18.9,53.1813,-0.4736,Solar
Bratton Fleming Solar Farm,5.0,51.1252,-3.9249,Solar
Braydon Manor Farm,8.7,51.5885,-1.9362,Solar
Brazier Landfill Scheme,3.9,51.8157,-0.0560,Waste
Brechfa Forest West,57.4,51.9606,-4.1234,Wind
Bredbury Park Way - AD Stockport (Waste AD),2.0,53.4274,-2.1143,Biomass
Brenig Wind Farm (Resubmission),37.6,53.1090,-3.5031,Wind
Brenkley Landfill,1.9,55.0690,-1.6743,Waste
Bretby Power,1.6,52.7867,-1.5848,Waste
Briar Solar Farm,1.9,52.6452,1.2582,Solar
Brickyard Barn (resubmission),4.1,52.2506,-1.5558,Solar
Brigg Renewable Energy Plant (Re-submission),40.0,53.5423,-0.5096,Biomass
Bristol STW (Waste AD),10.0,51.5128,-2.6700,Biomass
British Sugar - Bury,5.0,52.2543,0.7270,Biomass
Briton / Neath,2.2,51.6431,-3.8325,Waste
Briton Ferry,2.0,51.6422,-3.8310,Waste
Broadgate Solar Farm,1.1,50.8523,-3.7396,Solar
Broadley Copse,2.2,50.8736,-0.8489,Biomass
Brockaghboy Wind Farm,37.5,54.9806,-6.7650,Wind
Brockaghboy Wind Farm - extension,10.0,54.8991,-6.8692,Wind
Brockhampton,4.2,51.9350,-2.0884,Solar
Brockholes Wind Cluster,2.4,55.8666,-2.2879,Wind
Brocklesby - Crosslands Lane,3.5,53.7782,-0.6639,Biomass
Brogborough Phase III,11.0,52.0517,-0.5868,Waste
Brogborough Phase IV,11.0,52.0553,-0.5867,Waste
Bromborough Dock,3.7,53.3480,-2.9806,Waste
Bromborough Dock Landfill Scheme,3.0,53.3561,-2.9796,Waste
Bromham House Farm,1.5,51.3917,-2.0373,Biomass
Bronwylfa Reservoir,3.0,53.0318,-3.0594,Solar
Broockhurst Wood,2.0,51.0892,-0.3522,Waste
Brook Farm,8.91036,51.8539,-1.1318,Solar
Brook Hall Farm (resubmission),4.7,51.2802,-2.2140,Solar
Brookbarn,3.63,50.8196,-0.5449,Solar
Brookfield Farm AD Plant (Farm AD),1.3,52.7752,-2.2312,Biomass
Brookhurst Wood (Waste AD),4.5,51.1028,-0.3263,Biomass
Brookhurst Wood Gas to Energy,5.1,51.1023,-0.3260,Waste
Broomhill,8.0,54.7502,-1.7607,Wind
Brotherton (formerly Paul Matthew Hill wind turbines),4.6,56.8147,-2.3718,Wind
Broughall Fields Farm,2.4,52.9625,-2.6624,Biomass
Broxburn,20.0,55.9192,-3.4554,Storage
Broxted Solar Park,31.59,52.1314,0.5172,Solar
Bruach Caorainn Hydro Scheme,1.1,56.1744,-4.5474,Hydro
Bruar Hydro Scheme,1.9,56.8315,-3.9299,Hydro
Bryn Du,16.4,52.4147,-3.7070,Wind
Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,1.0,51.7383,-3.4360,Biomass
Bryn Titli,10.0,52.3672,-3.5656,Wind
Bryn yr Odyn Solar Farm,15.0,53.2333,-4.4047,Solar
Brynpica Landfill Site,2.7,51.6579,-3.4832,Waste
Brynteg,14.78664,51.7128,-4.1781,Solar
Brynwhilach solar park,5.0,51.6866,-3.9582,Solar
Bu Farm,2.7,59.0973,-2.6601,Wind
Buckwell,8.0,51.6638,-2.8365,Solar
Bulls Head North,5.51304,52.1542,-0.8107,Solar
Bumpers 2,4.1,51.7478,-0.8948,Solar
Bumpers Farm Phase 1,5.0,51.7483,-0.8963,Solar
Bunn's Hill Solar Park,5.0,52.7984,1.3979,Solar
Burbo Bank,90.0,53.4882,-3.1849,Wind
Burbo Bank Energy Storage,2.0,53.4123,-3.0551,Storage
Burbo Bank Extension (Burbo Bank 2),258.0,53.4800,-3.2700,Wind
Burgar Hill,5.0,59.1176,-3.1492,Wind
Burgar Hill (land Near)  Evie,2.3,59.1176,-3.1492,Wind
Burghfield,45.0,51.4563,-0.9711,Oil
Burn of Whilk,22.5,58.3568,-3.2039,Wind
Burnfoot Hill,30.1,56.2091,-3.7728,Wind
Burnfoot Hill Extension,4.0,56.2154,-3.7689,Wind
Burnhead Moss,26.0,55.9121,-3.7748,Wind
Burnhills Landfill (L5),3.8,54.9560,-1.7579,Waste
Burnhills Landfill Scheme (L4),1.5,54.9560,-1.7579,Waste
Burnthouse Farm,6.21,52.5373,-0.0337,Wind
Burntstalk Solar Park,11.5,52.6732,0.6271,Solar
Burntstump Landfill Scheme,1.8,53.0441,-1.1289,Waste
Burradale Hill,3.7,60.1648,-1.2361,Wind
Burrowton Farm,5.0,50.7613,-3.4208,Solar
Burthy,13.08042,50.3609,-4.9461,Solar
Burton Farm,4.4,52.2135,-1.7372,Solar
Burton Pedwardine,8.99162,52.9722,-0.3555,Solar
Burton Pidsea (Wadworth Hill) Wind Farm,10.2,53.7492,-0.1135,Wind
Burton Wold Wind Farm - Northern Extension (resubmission),14.4,52.3616,-0.6518,Wind
Burton Wold Wind Farm South,7.5,52.3536,-0.6565,Wind
Burton Wold Windfarm,20.0,52.3608,-0.6431,Wind
Bury Green Farm Solar,5.0,52.4514,-0.1370,Solar
Bury Lane,22.21587,52.0796,0.0020,Solar
Buslingthorpe Power Station (Leeds North),2.0,53.8143,-1.5426,Biomass
Butchersfield Landfill Site,3.0,53.3977,-2.4842,Waste
Buttermilk Farm,1.1,51.9469,-0.0487,Biomass
Butterwick Moor Circuit 1,10.25,54.6652,-1.3750,Wind
Butterwick Moor Circuit 2,10.25,54.6652,-1.3750,Wind
Bygrave Lodge Farm Anaerobic Digestion Facility (Farm AD),2.3,52.0025,-0.1428,Biomass
Bypass Nurseries Solar Farm,3.3,52.1024,-1.9201,Solar
Bystock Solar Farm,4.1,50.6473,-3.3825,Solar
CRAYSMARSH SOLAR FARM,1.8,51.3626,-2.0947,Solar
CRINACOTT SOLAR FARM (Pyworthy),6.7,50.7904,-4.4014,Solar
Caddington Solar Farm (Phase 1),3.0,51.8600,-0.4633,Solar
Caddington Solar Farm (Phase 2),5.0,51.8564,-0.4686,Solar
Cadland 2,3.01602,50.8095,-1.3599,Solar
Caegarw,3.9,51.5377,-3.7163,Solar
Caeremlyn Solar Farm,18.0,51.8279,-4.6334,Solar
Caergarw Farm,3.8,51.5401,-3.6997,Solar
Cairnborrow - resubmission,10.0,57.4639,-2.8992,Wind
Cairnhill Farm solar park,2.4,57.5603,-2.3723,Solar
Cairnmore Farm,2.6,57.3153,-2.8137,Wind
Cairnmore Solar Park,3.8,57.3086,-2.8272,Solar
Cairnmore Solar Park (extension),1.2,57.3081,-2.8238,Solar
Caldecote Manor Farm,5.0,52.2104,-0.2071,Solar
Calder Water Community Wind Farm,28.0,55.6374,-4.2119,Wind
Caledonian Papermill,26.0,55.5796,-4.6395,Biomass
Callagheen,16.9,54.4178,-8.0930,Wind
Calliachar,32.2,56.6277,-3.8761,Wind
Callington Solar Farm,6.4,50.5072,-4.3260,Solar
Calvert Phase II,11.2,51.9003,-0.9927,Waste
Camster,50.0,58.4087,-3.2715,Wind
Canada Farm,8.3,50.8378,-2.2282,Solar
Candles/Coalmoor Landfill,2.9,52.6660,-2.4997,Waste
Cannington Cold Stores,3.3,51.1444,-3.0969,Biomass
Canopus Farm,5.0,53.0099,-0.0550,Solar
Cantelupe Solar Farm,5.0,52.1721,0.0673,Solar
Canworthy Water,41.0,50.7035,-4.4906,Solar
Capel Grange Solar Park,6.6,51.1781,0.3596,Solar
Capel Landfill,1.0,51.1385,-0.3250,Waste
Capeland Farm,8.3,51.1312,-3.9082,Solar
Carcant Wind Farm,6.0,55.7648,-3.0176,Wind
Cardiff Organic Waste Treatment Project (resubmission),2.0,51.4772,-3.1365,Biomass
Cardiff Waste Water Treatment,5.5,51.4855,-3.1464,Waste
Carines Farm Solar Array,1.0,50.3833,-5.1111,Solar
Carlam Hill Education CIC,5.0,53.8085,-0.3158,Solar
Carland Cross RP,20.0,50.3509,-5.0306,Wind
Carloggas Farm Solar Park,8.3,50.3513,-4.8759,Solar
Carlton Farm Solar farm,5.0,52.8048,1.3987,Solar
Carn Hill,13.8,54.7313,-5.9118,Wind
Carn Vean,10.0,50.1799,-5.1875,Wind
Carnemough Farm Solar Park,7.0,50.3316,-4.9292,Solar
Carno,33.6,52.5494,-3.6082,Wind
